IID	pwm	Domain_EnsPID	Interaction_EnsPID	Start	End	Score	Type
57353	CHEK2	ENSP00000404400	ENSP00000451106	335	349	0.62	MT
57354	CHEK2	ENSP00000404400	ENSP00000458766	4	18	0.79	MT
57355	CHEK2	ENSP00000404400	ENSP00000446007	442	456	0.15	MT
57356	CHEK2	ENSP00000404400	ENSP00000418101	NA	NA	0.14	MT
57357	CHEK2	ENSP00000404400	ENSP00000385418	539	553	0.64	MT
57358	CHEK2	ENSP00000404400	ENSP00000458230	689	703	0.68	MT
57359	CHEK2	ENSP00000404400	ENSP00000389491	214	228	0.65	MT
57360	CHEK2	ENSP00000404400	ENSP00000464398	140	154	0.16	MT
57361	CHEK2	ENSP00000404400	ENSP00000475141	226	240	0.11	MT
57362	CHEK2	ENSP00000404400	ENSP00000422988	94	108	0.65	MT
57363	CHEK2	ENSP00000404400	ENSP00000265104	4067	4081	0.59	MT
57364	CHEK2	ENSP00000404400	ENSP00000398386	3546	3560	0.62	MT
57365	CHEK2	ENSP00000404400	ENSP00000369188	158	172	0.13	MT
57366	CHEK2	ENSP00000404400	ENSP00000314709	213	227	0.66	MT
57367	CHEK2	ENSP00000404400	ENSP00000350657	188	202	0.66	MT
57368	CHEK2	ENSP00000404400	ENSP00000396105	302	316	0.66	MT
57369	CHEK2	ENSP00000404400	ENSP00000384135	180	194	0.61	MT
57370	CHEK2	ENSP00000404400	ENSP00000348779	551	565	0.61	MT
57371	CHEK2	ENSP00000404400	ENSP00000387761	931	945	0.6	MT
57372	CHEK2	ENSP00000404400	ENSP00000419974	690	704	0.7	MT
57374	CHEK2	ENSP00000404400	ENSP00000408301	NA	NA	0.16	MT
57375	CHEK2	ENSP00000404400	ENSP00000456498	78	92	0.67	MT
57376	CHEK2	ENSP00000404400	ENSP00000314011	583	597	0.67	MT
57377	CHEK2	ENSP00000404400	ENSP00000358263	629	643	0.68	MT
57378	CHEK2	ENSP00000404400	ENSP00000453297	339	353	0.61	MT
57379	CHEK2	ENSP00000404400	ENSP00000431432	1	15	0.64	MT
57380	CHEK2	ENSP00000404400	ENSP00000416305	93	107	0.59	MT
57381	CHEK2	ENSP00000404400	ENSP00000380996	106	120	0.68	MT
57382	CHEK2	ENSP00000404400	ENSP00000462215	150	164	0.65	MT
57384	CHEK2	ENSP00000404400	ENSP00000355393	260	274	0.63	MT
57385	CHEK2	ENSP00000404400	ENSP00000465119	733	747	0.63	MT
57386	CHEK2	ENSP00000404400	ENSP00000465030	384	398	0.63	MT
57387	CHEK2	ENSP00000404400	ENSP00000437531	231	245	0.62	MT
57388	CHEK2	ENSP00000404400	ENSP00000426632	908	922	0.68	MT
57389	CHEK2	ENSP00000404400	ENSP00000410417	554	568	0.12	MT
57390	CHEK2	ENSP00000404400	ENSP00000424030	603	617	0.62	MT
57391	CHEK2	ENSP00000404400	ENSP00000368513	252	266	0.61	MT
57392	CHEK2	ENSP00000404400	ENSP00000396857	397	411	0.64	MT
57393	CHEK2	ENSP00000404400	ENSP00000430921	230	244	0.58	MT
57394	CHEK2	ENSP00000404400	ENSP00000431101	2847	2861	0.23	MT
57395	CHEK2	ENSP00000404400	ENSP00000380603	80	94	0.6	MT
57396	CHEK2	ENSP00000404400	ENSP00000310984	632	646	0.79	MT
57397	CHEK2	ENSP00000404400	ENSP00000375936	8	22	0.66	MT
57398	CHEK2	ENSP00000404400	ENSP00000261596	388	402	0.22	MT
57399	CHEK2	ENSP00000404400	ENSP00000383076	187	201	0.64	MT
57400	CHEK2	ENSP00000404400	ENSP00000438508	6657	6671	0.07	MT
57401	CHEK2	ENSP00000404400	ENSP00000222674	129	143	0.62	MT
57402	CHEK2	ENSP00000404400	ENSP00000261908	62	76	0.61	MT
57403	CHEK2	ENSP00000404400	ENSP00000476724	949	963	0.26	MT
57404	CHEK2	ENSP00000404400	ENSP00000427480	620	634	0.65	MT
57405	CHEK2	ENSP00000404400	ENSP00000272342	887	901	0.64	MT
57406	CHEK2	ENSP00000404400	ENSP00000444983	591	605	0.09	MT
57407	CHEK2	ENSP00000404400	ENSP00000442807	264	278	0.08	MT
57408	CHEK2	ENSP00000404400	ENSP00000347759	2	16	0.7	MT
57409	CHEK2	ENSP00000404400	ENSP00000363071	407	421	0.22	MT
57410	CHEK2	ENSP00000404400	ENSP00000472891	553	567	0.64	MT
57411	CHEK2	ENSP00000404400	ENSP00000428059	96	110	0.6	MT
57412	CHEK2	ENSP00000404400	ENSP00000428059	96	110	0.6	MT
57414	CHEK2	ENSP00000404400	ENSP00000366536	527	541	0.62	MT
57415	CHEK2	ENSP00000404400	ENSP00000467054	224	238	0.73	MT
57416	CHEK2	ENSP00000404400	ENSP00000465011	332	346	0.63	MT
57417	CHEK2	ENSP00000404400	ENSP00000385418	539	553	0.64	MT
57418	CHEK2	ENSP00000404400	ENSP00000362761	840	854	0.07	MT
57419	CHEK2	ENSP00000404400	ENSP00000362638	97	111	0.28	MT
57420	CHEK2	ENSP00000404400	ENSP00000396044	1016	1030	0.64	MT
57421	CHEK2	ENSP00000404400	ENSP00000462688	365	379	0.67	MT
57422	CHEK2	ENSP00000404400	ENSP00000395588	158	172	0.65	MT
57423	CHEK2	ENSP00000404400	ENSP00000435073	631	645	0.66	MT
57424	CHEK2	ENSP00000404400	ENSP00000423162	1295	1309	0.66	MT
57425	CHEK2	ENSP00000404400	ENSP00000447192	411	425	0.63	MT
57426	CHEK2	ENSP00000404400	ENSP00000327538	243	257	0.63	MT
57427	CHEK2	ENSP00000404400	ENSP00000461267	347	361	0.64	MT
57428	CHEK2	ENSP00000404400	ENSP00000439117	562	576	0.64	MT
57429	CHEK2	ENSP00000404400	ENSP00000387655	1286	1300	0.67	MT
57430	CHEK2	ENSP00000404400	ENSP00000431508	889	903	0.66	MT
57431	CHEK2	ENSP00000404400	ENSP00000472126	2587	2601	0.78	MT
57432	CHEK2	ENSP00000404400	ENSP00000400828	782	796	0.17	MT
57433	CHEK2	ENSP00000404400	ENSP00000403823	262	276	0.62	MT
57434	CHEK2	ENSP00000404400	ENSP00000446486	190	204	0.67	MT
57435	CHEK2	ENSP00000404400	ENSP00000288912	972	986	0.62	MT
57436	CHEK2	ENSP00000404400	ENSP00000419794	29	43	0.71	MT
57437	CHEK2	ENSP00000404400	ENSP00000360821	325	339	0.69	MT
57438	CHEK2	ENSP00000404400	ENSP00000428703	332	346	0.14	MT
57439	CHEK2	ENSP00000404400	ENSP00000193403	730	744	0.1	MT
57440	CHEK2	ENSP00000404400	ENSP00000421536	34	48	0.69	MT
57441	CHEK2	ENSP00000404400	ENSP00000379861	326	340	0.77	MT
57442	CHEK2	ENSP00000404400	ENSP00000396519	496	510	0.67	MT
57443	CHEK2	ENSP00000404400	ENSP00000359638	344	358	0.16	MT
57444	CHEK2	ENSP00000404400	ENSP00000387634	386	400	0.65	MT
57445	CHEK2	ENSP00000404400	ENSP00000344162	398	412	0.12	MT
57446	CHEK2	ENSP00000404400	ENSP00000435423	72	86	0.69	MT
57447	CHEK2	ENSP00000404400	ENSP00000428604	705	719	0.57	MT
57449	CHEK2	ENSP00000404400	ENSP00000378736	55	69	0.63	MT
57451	CHEK2	ENSP00000404400	ENSP00000444277	551	565	0.63	MT
57452	CHEK2	ENSP00000404400	ENSP00000394524	1023	1037	0.69	MT
57453	CHEK2	ENSP00000404400	ENSP00000443870	550	564	0.65	MT
57454	CHEK2	ENSP00000404400	ENSP00000440292	268	282	0.63	MT
57455	CHEK2	ENSP00000404400	ENSP00000379678	504	518	0.65	MT
57456	CHEK2	ENSP00000404400	ENSP00000390395	333	347	0.67	MT
57457	CHEK2	ENSP00000404400	ENSP00000438926	1182	1196	0.11	MT
57458	CHEK2	ENSP00000404400	ENSP00000464776	165	179	0.15	MT
57459	CHEK2	ENSP00000404400	ENSP00000417909	428	442	0.66	MT
57460	CHEK2	ENSP00000404400	ENSP00000441463	177	191	0.77	MT
57461	CHEK2	ENSP00000404400	ENSP00000383303	1796	1810	0.23	MT
57462	CHEK2	ENSP00000404400	ENSP00000375928	1561	1575	0.66	MT
57463	CHEK2	ENSP00000404400	ENSP00000461426	477	491	0.61	MT
57465	CHEK2	ENSP00000404400	ENSP00000297071	11	25	0.67	MT
57466	CHEK2	ENSP00000404400	ENSP00000370589	NA	NA	0.19	MT
57467	CHEK2	ENSP00000404400	ENSP00000222584	129	143	0.17	MT
57468	CHEK2	ENSP00000404400	ENSP00000396103	216	230	0.58	MT
57469	CHEK2	ENSP00000404400	ENSP00000369129	1834	1848	0.72	MT
57470	CHEK2	ENSP00000404400	ENSP00000356110	214	228	0.15	MT
57471	CHEK2	ENSP00000404400	ENSP00000249598	395	409	0.29	MT
57472	CHEK2	ENSP00000404400	ENSP00000432784	176	190	0.15	MT
57473	CHEK2	ENSP00000404400	ENSP00000458230	597	611	0.61	MT
57474	CHEK2	ENSP00000404400	ENSP00000310337	220	234	0.64	MT
57475	CHEK2	ENSP00000404400	ENSP00000404570	1699	1713	0.64	MT
57476	CHEK2	ENSP00000404400	ENSP00000446878	340	354	0.63	MT
57477	CHEK2	ENSP00000404400	ENSP00000425222	868	882	0.12	MT
57478	CHEK2	ENSP00000404400	ENSP00000227348	288	302	0.28	MT
57479	CHEK2	ENSP00000404400	ENSP00000342800	200	214	0.69	MT
57480	CHEK2	ENSP00000404400	ENSP00000230510	8	22	0.09	MT
57481	CHEK2	ENSP00000404400	ENSP00000358415	50	64	0.67	MT
57482	CHEK2	ENSP00000404400	ENSP00000267101	1116	1130	0.7	MT
57483	CHEK2	ENSP00000404400	ENSP00000378228	731	745	0.69	MT
57485	CHEK2	ENSP00000404400	ENSP00000464393	568	582	0.1	MT
57486	CHEK2	ENSP00000404400	ENSP00000333854	130	144	0.67	MT
57487	CHEK2	ENSP00000404400	ENSP00000384967	210	224	0.69	MT
57488	CHEK2	ENSP00000404400	ENSP00000355192	1750	1764	0.63	MT
57489	CHEK2	ENSP00000404400	ENSP00000356239	940	954	0.74	MT
57490	CHEK2	ENSP00000404400	ENSP00000456241	592	606	0.73	MT
57491	CHEK2	ENSP00000404400	ENSP00000471709	282	296	0.64	MT
57492	CHEK2	ENSP00000404400	ENSP00000308715	1170	1184	0.12	MT
57493	CHEK2	ENSP00000404400	ENSP00000363095	267	281	0.79	MT
57494	CHEK2	ENSP00000404400	ENSP00000158526	269	283	0.65	MT
57495	CHEK2	ENSP00000404400	ENSP00000412382	699	713	0.65	MT
57496	CHEK2	ENSP00000404400	ENSP00000444277	571	585	0.68	MT
57497	CHEK2	ENSP00000404400	ENSP00000395672	NA	NA	0.74	MT
57498	CHEK2	ENSP00000404400	ENSP00000385442	1335	1349	0.67	MT
57499	CHEK2	ENSP00000404400	ENSP00000450945	323	337	0.61	MT
57500	CHEK2	ENSP00000404400	ENSP00000383227	NA	NA	0.66	MT
57501	CHEK2	ENSP00000404400	ENSP00000434583	744	758	0.74	MT
57502	CHEK2	ENSP00000404400	ENSP00000339109	326	340	0.68	MT
57503	CHEK2	ENSP00000404400	ENSP00000311684	368	382	0.64	MT
57504	CHEK2	ENSP00000404400	ENSP00000426459	237	251	0.12	MT
57505	CHEK2	ENSP00000404400	ENSP00000446644	1441	1455	0.67	MT
57506	CHEK2	ENSP00000404400	ENSP00000438752	475	489	0.2	MT
57507	CHEK2	ENSP00000404400	ENSP00000355000	134	148	0.11	MT
57508	CHEK2	ENSP00000404400	ENSP00000310827	936	950	0.7	MT
57509	CHEK2	ENSP00000404400	ENSP00000334418	254	268	0.59	MT
57510	CHEK2	ENSP00000404400	ENSP00000335044	619	633	0.71	MT
57511	CHEK2	ENSP00000404400	ENSP00000431014	519	533	0.1	MT
57512	CHEK2	ENSP00000404400	ENSP00000449857	118	132	0.25	MT
57513	CHEK2	ENSP00000404400	ENSP00000464400	947	961	0.7	MT
57514	CHEK2	ENSP00000404400	ENSP00000380652	745	759	0.68	MT
57515	CHEK2	ENSP00000404400	ENSP00000390681	121	135	0.7	MT
57516	CHEK2	ENSP00000404400	ENSP00000429346	157	171	0.2	MT
57517	CHEK2	ENSP00000404400	ENSP00000424862	403	417	0.67	MT
57518	CHEK2	ENSP00000404400	ENSP00000451392	1421	1435	0.66	MT
57519	CHEK2	ENSP00000404400	ENSP00000401674	105	119	0.63	MT
57520	CHEK2	ENSP00000404400	ENSP00000297071	31	45	0.17	MT
57521	CHEK2	ENSP00000404400	ENSP00000339933	285	299	0.64	MT
57522	CHEK2	ENSP00000404400	ENSP00000458314	797	811	0.15	MT
57523	CHEK2	ENSP00000404400	ENSP00000434408	633	647	0.66	MT
57524	CHEK2	ENSP00000404400	ENSP00000451434	466	480	0.12	MT
57525	CHEK2	ENSP00000404400	ENSP00000453876	70	84	0.62	MT
57526	CHEK2	ENSP00000404400	ENSP00000363708	970	984	0.65	MT
57527	CHEK2	ENSP00000404400	ENSP00000395936	177	191	0.66	MT
57528	CHEK2	ENSP00000404400	ENSP00000400993	775	789	0.67	MT
57529	CHEK2	ENSP00000404400	ENSP00000473927	258	272	0.67	MT
57530	CHEK2	ENSP00000404400	ENSP00000365588	1651	1665	0.25	MT
57532	CHEK2	ENSP00000404400	ENSP00000390987	952	966	0.62	MT
57533	CHEK2	ENSP00000404400	ENSP00000440047	530	544	0.64	MT
57534	CHEK2	ENSP00000404400	ENSP00000251038	274	288	0.65	MT
57535	CHEK2	ENSP00000404400	ENSP00000462718	963	977	0.64	MT
57536	CHEK2	ENSP00000404400	ENSP00000413495	313	327	0.66	MT
57537	CHEK2	ENSP00000404400	ENSP00000242257	49	63	0.6	MT
57538	CHEK2	ENSP00000404400	ENSP00000390024	77	91	0.65	MT
57539	CHEK2	ENSP00000404400	ENSP00000432423	1035	1049	0.65	MT
57540	CHEK2	ENSP00000404400	ENSP00000252252	64	78	0.2	MT
57541	CHEK2	ENSP00000404400	ENSP00000408649	303	317	0.18	MT
57542	CHEK2	ENSP00000404400	ENSP00000412685	670	684	0.66	MT
57543	CHEK2	ENSP00000404400	ENSP00000268919	106	120	0.6	MT
57544	CHEK2	ENSP00000404400	ENSP00000308715	1467	1481	0.63	MT
57545	CHEK2	ENSP00000404400	ENSP00000435932	1061	1075	0.64	MT
57546	CHEK2	ENSP00000404400	ENSP00000406601	587	601	0.17	MT
57547	CHEK2	ENSP00000404400	ENSP00000328671	384	398	0.69	MT
57548	CHEK2	ENSP00000404400	ENSP00000468679	383	397	0.64	MT
57549	CHEK2	ENSP00000404400	ENSP00000357798	NA	NA	0.09	MT
57550	CHEK2	ENSP00000404400	ENSP00000251119	758	772	0.62	MT
57551	CHEK2	ENSP00000404400	ENSP00000414742	1399	1413	0.67	MT
57552	CHEK2	ENSP00000404400	ENSP00000426147	331	345	0.62	MT
57553	CHEK2	ENSP00000404400	ENSP00000450634	341	355	0.65	MT
57554	CHEK2	ENSP00000404400	ENSP00000465268	867	881	0.12	MT
57555	CHEK2	ENSP00000404400	ENSP00000444291	256	270	0.64	MT
57556	CHEK2	ENSP00000404400	ENSP00000398508	1158	1172	0.09	MT
57558	CHEK2	ENSP00000404400	ENSP00000430383	898	912	0.63	MT
57559	CHEK2	ENSP00000404400	ENSP00000307541	1220	1234	0.68	MT
57560	CHEK2	ENSP00000404400	ENSP00000400365	1362	1376	0.62	MT
57561	CHEK2	ENSP00000404400	ENSP00000439620	352	366	0.26	MT
57562	CHEK2	ENSP00000404400	ENSP00000451392	1565	1579	0.7	MT
57564	CHEK2	ENSP00000404400	ENSP00000402046	448	462	0.7	MT
57565	CHEK2	ENSP00000404400	ENSP00000439576	1873	1887	0.67	MT
57566	CHEK2	ENSP00000404400	ENSP00000410488	855	869	0.64	MT
57567	CHEK2	ENSP00000404400	ENSP00000216181	1908	1922	0.6	MT
57568	CHEK2	ENSP00000404400	ENSP00000466735	281	295	0.67	MT
57569	CHEK2	ENSP00000404400	ENSP00000405716	390	404	0.64	MT
57570	CHEK2	ENSP00000404400	ENSP00000408054	447	461	0.64	MT
57571	CHEK2	ENSP00000404400	ENSP00000379486	30	44	0.13	MT
57572	CHEK2	ENSP00000404400	ENSP00000362512	919	933	0.64	MT
57573	CHEK2	ENSP00000404400	ENSP00000372228	252	266	0.64	MT
57574	CHEK2	ENSP00000404400	ENSP00000443505	386	400	0.65	MT
57575	CHEK2	ENSP00000404400	ENSP00000379702	250	264	0.64	MT
57576	CHEK2	ENSP00000404400	ENSP00000473194	253	267	0.63	MT
57577	CHEK2	ENSP00000404400	ENSP00000273320	679	693	0.64	MT
57578	CHEK2	ENSP00000404400	ENSP00000420231	36	50	0.61	MT
57579	CHEK2	ENSP00000404400	ENSP00000333776	257	271	0.65	MT
57580	CHEK2	ENSP00000404400	ENSP00000429223	1457	1471	0.66	MT
57581	CHEK2	ENSP00000404400	ENSP00000356974	178	192	0.61	MT
57582	CHEK2	ENSP00000404400	ENSP00000343298	320	334	0.7	MT
57583	CHEK2	ENSP00000404400	ENSP00000360464	254	268	0.72	MT
57584	CHEK2	ENSP00000404400	ENSP00000357292	132	146	0.78	MT
57585	CHEK2	ENSP00000404400	ENSP00000433066	19	33	0.71	MT
57586	CHEK2	ENSP00000404400	ENSP00000278070	1473	1487	0.74	MT
57587	CHEK2	ENSP00000404400	ENSP00000336817	39	53	0.67	MT
57588	CHEK2	ENSP00000404400	ENSP00000431594	252	266	0.19	MT
57589	CHEK2	ENSP00000404400	ENSP00000456237	2447	2461	0.66	MT
57590	CHEK2	ENSP00000404400	ENSP00000453359	639	653	0.62	MT
57591	CHEK2	ENSP00000404400	ENSP00000349541	306	320	0.69	MT
57592	CHEK2	ENSP00000404400	ENSP00000464300	274	288	0.76	MT
57593	CHEK2	ENSP00000404400	ENSP00000386510	473	487	0.64	MT
57594	CHEK2	ENSP00000404400	ENSP00000386404	445	459	0.67	MT
57595	CHEK2	ENSP00000404400	ENSP00000302139	613	627	0.62	MT
57596	CHEK2	ENSP00000404400	ENSP00000406361	701	715	0.62	MT
57598	CHEK2	ENSP00000404400	ENSP00000263946	164	178	0.69	MT
57599	CHEK2	ENSP00000404400	ENSP00000477342	240	254	0.66	MT
57601	CHEK2	ENSP00000404400	ENSP00000444098	431	445	0.72	MT
57602	CHEK2	ENSP00000404400	ENSP00000406802	97	111	0.62	MT
57603	CHEK2	ENSP00000404400	ENSP00000415211	1479	1493	0.6	MT
57604	CHEK2	ENSP00000404400	ENSP00000358063	1014	1028	0.63	MT
57605	CHEK2	ENSP00000404400	ENSP00000253699	534	548	0.59	MT
57606	CHEK2	ENSP00000404400	ENSP00000369741	228	242	0.66	MT
57607	CHEK2	ENSP00000404400	ENSP00000370338	490	504	0.27	MT
57608	CHEK2	ENSP00000404400	ENSP00000401662	80	94	0.66	MT
57609	CHEK2	ENSP00000404400	ENSP00000366894	301	315	0.59	MT
57610	CHEK2	ENSP00000404400	ENSP00000424181	278	292	0.67	MT
57611	CHEK2	ENSP00000404400	ENSP00000288602	458	472	0.66	MT
57612	CHEK2	ENSP00000404400	ENSP00000233969	636	650	0.66	MT
57613	CHEK2	ENSP00000404400	ENSP00000409522	261	275	0.78	MT
57614	CHEK2	ENSP00000404400	ENSP00000424910	152	166	0.65	MT
57615	CHEK2	ENSP00000404400	ENSP00000361113	330	344	0.78	MT
57616	CHEK2	ENSP00000404400	ENSP00000383042	858	872	0.77	MT
57617	CHEK2	ENSP00000404400	ENSP00000437327	245	259	0.63	MT
57618	CHEK2	ENSP00000404400	ENSP00000446670	487	501	0.69	MT
57619	CHEK2	ENSP00000404400	ENSP00000415588	117	131	0.68	MT
57620	CHEK2	ENSP00000404400	ENSP00000254821	238	252	0.68	MT
57621	CHEK2	ENSP00000404400	ENSP00000367258	26	40	0.63	MT
57622	CHEK2	ENSP00000404400	ENSP00000267215	168	182	0.63	MT
57623	CHEK2	ENSP00000404400	ENSP00000222584	665	679	0.61	MT
57624	CHEK2	ENSP00000404400	ENSP00000433094	942	956	0.64	MT
57625	CHEK2	ENSP00000404400	ENSP00000345392	386	400	0.64	MT
57626	CHEK2	ENSP00000404400	ENSP00000387788	402	416	0.66	MT
57627	CHEK2	ENSP00000404400	ENSP00000306253	1742	1756	0.61	MT
57628	CHEK2	ENSP00000404400	ENSP00000433066	19	33	0.71	MT
57629	CHEK2	ENSP00000404400	ENSP00000254260	645	659	0.65	MT
57630	CHEK2	ENSP00000404400	ENSP00000450986	629	643	0.61	MT
57631	CHEK2	ENSP00000404400	ENSP00000362781	493	507	0.65	MT
57632	CHEK2	ENSP00000404400	ENSP00000365529	924	938	0.67	MT
57633	CHEK2	ENSP00000404400	ENSP00000261486	438	452	0.64	MT
57634	CHEK2	ENSP00000404400	ENSP00000468060	399	413	0.66	MT
57635	CHEK2	ENSP00000404400	ENSP00000261034	387	401	0.58	MT
57636	CHEK2	ENSP00000404400	ENSP00000421709	322	336	0.67	MT
57637	CHEK2	ENSP00000404400	ENSP00000458230	1951	1965	0.72	MT
57639	CHEK2	ENSP00000404400	ENSP00000366284	1434	1448	0.6	MT
57640	CHEK2	ENSP00000404400	ENSP00000433066	910	924	0.6	MT
57641	CHEK2	ENSP00000404400	ENSP00000263181	827	841	0.66	MT
57642	CHEK2	ENSP00000404400	ENSP00000477342	356	370	0.7	MT
57643	CHEK2	ENSP00000404400	ENSP00000450125	1219	1233	0.65	MT
57644	CHEK2	ENSP00000404400	ENSP00000339723	387	401	0.7	MT
57645	CHEK2	ENSP00000404400	ENSP00000373806	523	537	0.67	MT
57646	CHEK2	ENSP00000404400	ENSP00000350090	88	102	0.69	MT
57647	CHEK2	ENSP00000404400	ENSP00000437392	495	509	0.68	MT
57648	CHEK2	ENSP00000404400	ENSP00000389986	340	354	0.65	MT
57649	CHEK2	ENSP00000404400	ENSP00000461426	695	709	0.64	MT
57650	CHEK2	ENSP00000404400	ENSP00000467233	980	994	0.66	MT
57651	CHEK2	ENSP00000404400	ENSP00000357044	430	444	0.63	MT
57652	CHEK2	ENSP00000404400	ENSP00000320965	118	132	0.63	MT
57653	CHEK2	ENSP00000404400	ENSP00000366782	573	587	0.64	MT
57654	CHEK2	ENSP00000404400	ENSP00000300215	271	285	0.67	MT
57655	CHEK2	ENSP00000404400	ENSP00000464300	351	365	0.64	MT
57656	CHEK2	ENSP00000404400	ENSP00000431267	33	47	0.78	MT
57657	CHEK2	ENSP00000404400	ENSP00000458663	224	238	0.59	MT
57658	CHEK2	ENSP00000404400	ENSP00000012443	396	410	0.66	MT
57659	CHEK2	ENSP00000404400	ENSP00000477342	248	262	0.69	MT
57660	CHEK2	ENSP00000404400	ENSP00000409522	261	275	0.78	MT
57661	CHEK2	ENSP00000404400	ENSP00000407684	753	767	0.61	MT
57662	CHEK2	ENSP00000404400	ENSP00000433841	534	548	0.64	MT
57663	CHEK2	ENSP00000404400	ENSP00000462794	1751	1765	0.64	MT
57664	CHEK2	ENSP00000404400	ENSP00000385317	236	250	0.64	MT
57665	CHEK2	ENSP00000404400	ENSP00000393596	1859	1873	0.6	MT
57666	CHEK2	ENSP00000404400	ENSP00000442969	598	612	0.74	MT
57667	CHEK2	ENSP00000404400	ENSP00000467124	26	40	0.68	MT
57668	CHEK2	ENSP00000404400	ENSP00000356827	15	29	0.09	MT
57669	CHEK2	ENSP00000404400	ENSP00000359203	720	734	0.67	MT
57670	CHEK2	ENSP00000404400	ENSP00000419901	658	672	0.63	MT
57671	CHEK2	ENSP00000404400	ENSP00000348501	430	444	0.64	MT
57672	CHEK2	ENSP00000404400	ENSP00000470475	539	553	0.66	MT
57673	CHEK2	ENSP00000404400	ENSP00000475539	1792	1806	0.7	MT
57674	CHEK2	ENSP00000404400	ENSP00000428248	401	415	0.67	MT
57675	CHEK2	ENSP00000404400	ENSP00000355644	194	208	0.64	MT
57676	CHEK2	ENSP00000404400	ENSP00000410838	737	751	0.6	MT
57678	CHEK2	ENSP00000404400	ENSP00000407796	364	378	0.67	MT
57679	CHEK2	ENSP00000404400	ENSP00000315713	395	409	0.7	MT
57681	CHEK2	ENSP00000404400	ENSP00000453076	360	374	0.65	MT
57682	CHEK2	ENSP00000404400	ENSP00000287727	114	128	0.61	MT
57683	CHEK2	ENSP00000404400	ENSP00000323349	281	295	0.63	MT
57684	CHEK2	ENSP00000404400	ENSP00000461286	564	578	0.61	MT
57685	CHEK2	ENSP00000404400	ENSP00000462679	426	440	0.63	MT
57686	CHEK2	ENSP00000404400	ENSP00000460210	427	441	0.63	MT
57687	CHEK2	ENSP00000404400	ENSP00000351280	329	343	0.66	MT
57688	CHEK2	ENSP00000404400	ENSP00000465235	289	303	0.64	MT
57689	CHEK2	ENSP00000404400	ENSP00000442832	517	531	0.68	MT
57690	CHEK2	ENSP00000404400	ENSP00000373777	674	688	0.66	MT
57691	CHEK2	ENSP00000404400	ENSP00000274599	441	455	0.63	MT
57692	CHEK2	ENSP00000404400	ENSP00000428478	391	405	0.68	MT
57693	CHEK2	ENSP00000404400	ENSP00000259395	556	570	0.62	MT
57694	CHEK2	ENSP00000404400	ENSP00000438048	539	553	0.61	MT
57695	CHEK2	ENSP00000404400	ENSP00000434029	814	828	0.62	MT
57696	CHEK2	ENSP00000404400	ENSP00000385317	236	250	0.64	MT
57697	CHEK2	ENSP00000404400	ENSP00000458230	1133	1147	0.69	MT
57698	CHEK2	ENSP00000404400	ENSP00000335565	194	208	0.11	MT
57699	CHEK2	ENSP00000404400	ENSP00000326101	568	582	0.14	MT
57700	CHEK2	ENSP00000404400	ENSP00000431594	245	259	0.65	MT
57701	CHEK2	ENSP00000404400	ENSP00000475648	554	568	0.63	MT
57702	CHEK2	ENSP00000404400	ENSP00000366275	526	540	0.65	MT
57704	CHEK2	ENSP00000404400	ENSP00000360582	44	58	0.16	MT
57705	CHEK2	ENSP00000404400	ENSP00000378851	8	22	0.22	MT
57706	CHEK2	ENSP00000404400	ENSP00000416636	324	338	0.67	MT
57707	CHEK2	ENSP00000404400	ENSP00000242351	291	305	0.79	MT
57708	CHEK2	ENSP00000404400	ENSP00000475384	756	770	0.19	MT
57709	CHEK2	ENSP00000404400	ENSP00000410100	897	911	0.65	MT
57710	CHEK2	ENSP00000404400	ENSP00000357791	904	918	0.74	MT
57711	CHEK2	ENSP00000404400	ENSP00000476462	557	571	0.67	MT
57712	CHEK2	ENSP00000404400	ENSP00000358076	900	914	0.73	MT
57713	CHEK2	ENSP00000404400	ENSP00000446683	641	655	0.61	MT
57714	CHEK2	ENSP00000404400	ENSP00000366719	592	606	0.64	MT
57715	CHEK2	ENSP00000404400	ENSP00000395132	155	169	0.61	MT
57716	CHEK2	ENSP00000404400	ENSP00000358809	781	795	0.63	MT
57717	CHEK2	ENSP00000404400	ENSP00000448018	NA	NA	0.69	MT
57718	CHEK2	ENSP00000404400	ENSP00000384978	385	399	0.62	MT
57719	CHEK2	ENSP00000404400	ENSP00000464656	291	305	0.69	MT
57720	CHEK2	ENSP00000404400	ENSP00000385196	368	382	0.63	MT
57721	CHEK2	ENSP00000404400	ENSP00000186436	1856	1870	0.6	MT
57722	CHEK2	ENSP00000404400	ENSP00000476432	974	988	0.57	MT
57723	CHEK2	ENSP00000404400	ENSP00000419201	510	524	0.65	MT
57724	CHEK2	ENSP00000404400	ENSP00000387186	757	771	0.16	MT
57726	CHEK2	ENSP00000404400	ENSP00000230099	312	326	0.67	MT
57727	CHEK2	ENSP00000404400	ENSP00000437327	313	327	0.63	MT
57728	CHEK2	ENSP00000404400	ENSP00000422166	1102	1116	0.69	MT
57729	CHEK2	ENSP00000404400	ENSP00000344002	998	1012	0.59	MT
57730	CHEK2	ENSP00000404400	ENSP00000358802	42	56	0.68	MT
57731	CHEK2	ENSP00000404400	ENSP00000433663	349	363	0.6	MT
57732	CHEK2	ENSP00000404400	ENSP00000427567	888	902	0.64	MT
57733	CHEK2	ENSP00000404400	ENSP00000216181	1908	1922	0.6	MT
